s0,s1,s1,255.255.255.0,0,0,0
s0,s2,s2,255.255.255.0,0,0,0
s0,s3,s3,255.255.255.0,0,0,0
s0,s4,s1,255.255.255.0,0,0,0
s0,s5,s1,255.255.255.0,0,0,0
s0,s5,s2,255.255.255.0,0,0,0
s0,s6,s1,255.255.255.0,0,0,0
s0,s6,s2,255.255.255.0,0,0,0
s0,s7,s1,255.255.255.0,0,0,0
s0,s8,s1,255.255.255.0,0,0,0
s0,s8,s2,255.255.255.0,0,0,0
s0,s9,s1,255.255.255.0,0,0,0
s0,s9,s2,255.255.255.0,0,0,0
s1,s2,s2,255.255.255.0,0,0,0
s1,s4,s4,255.255.255.0,0,0,0
s1,s5,s2,255.255.255.0,0,0,0
s1,s6,s2,255.255.255.0,0,0,0
s1,s7,s4,255.255.255.0,0,0,0
s1,s9,s2,255.255.255.0,0,0,0
s2,s5,s5,255.255.255.0,0,0,0
s2,s6,s6,255.255.255.0,0,0,0
s2,s8,s6,255.255.255.0,0,0,0
s2,s9,s6,255.255.255.0,0,0,0
s2,sd,s5,255.255.255.0,0,0,0
s2,sd,s6,255.255.255.0,0,0,0
s3,s6,s6,255.255.255.0,0,0,0
s3,s8,s6,255.255.255.0,0,0,0
s3,s9,s6,255.255.255.0,0,0,0
s3,sd,s6,255.255.255.0,0,0,0
s4,s7,s7,255.255.255.0,0,0,0
s4,s8,s7,255.255.255.0,0,0,0
s5,s8,s8,255.255.255.0,0,0,0
s5,sd,s8,255.255.255.0,0,0,0
s6,s8,s9,255.255.255.0,0,0,0
s6,s9,s9,255.255.255.0,0,0,0
s6,sd,s9,255.255.255.0,0,0,0
s7,s8,s8,255.255.255.0,0,0,0
s7,sd,sd,255.255.255.0,0,0,0
s8,sd,sd,255.255.255.0,0,0,0
s9,s8,s8,255.255.255.0,0,0,0
s9,sd,s8,255.255.255.0,0,0,0
s12,s4,s4,255.255.255.0,0,0,0
s12,s7,s4,255.255.255.0,0,0,0
s12,s8,s4,255.255.255.0,0,0,0
